tlp_id,seq_num,payload_bytes,tlp_bytes,rc_delay_ns,link_delay_ns,endpoint_delay_ns,replay_delay_ns,total_link_latency_ns
485,485,4,20,20.0,150.0,50.0,0.0,220.0
486,486,4,20,20.0,150.0,50.0,0.0,220.0
487,487,4,20,20.0,150.0,50.0,0.0,220.0
488,488,4,20,20.0,150.0,50.0,0.0,220.0
489,489,4,20,20.0,150.0,50.0,0.0,220.0
490,490,4,20,20.0,150.0,50.0,0.0,220.0
491,491,4,20,20.0,150.0,50.0,0.0,220.0
492,492,4,20,20.0,150.0,50.0,0.0,220.0
493,493,4,20,20.0,150.0,50.0,0.0,220.0
494,494,4,20,20.0,150.0,50.0,0.0,220.0
495,495,4,20,20.0,150.0,50.0,0.0,220.0
496,496,4,20,20.0,150.0,50.0,0.0,220.0
497,497,4,20,20.0,150.0,50.0,0.0,220.0
498,498,4,20,20.0,150.0,50.0,0.0,220.0
499,499,4,20,20.0,150.0,50.0,0.0,220.0
500,500,4,20,20.0,150.0,50.0,0.0,220.0
501,501,4,20,20.0,150.0,50.0,0.0,220.0
502,502,4,20,20.0,150.0,50.0,0.0,220.0
503,503,4,20,20.0,150.0,50.0,0.0,220.0
504,504,4,20,20.0,150.0,50.0,0.0,220.0
505,505,4,20,20.0,150.0,50.0,0.0,220.0
506,506,4,20,20.0,150.0,50.0,0.0,220.0
507,507,4,20,20.0,150.0,50.0,0.0,220.0
508,508,4,20,20.0,150.0,50.0,0.0,220.0
509,509,4,20,20.0,150.0,50.0,0.0,220.0
510,510,4,20,20.0,150.0,50.0,0.0,220.0
511,511,4,20,20.0,150.0,50.0,0.0,220.0
512,512,4,20,20.0,150.0,50.0,0.0,220.0
513,513,4,20,20.0,150.0,50.0,0.0,220.0
514,514,4,20,20.0,150.0,50.0,0.0,220.0
515,515,4,20,20.0,150.0,50.0,0.0,220.0
516,516,4,20,20.0,150.0,50.0,0.0,220.0
517,517,4,20,20.0,150.0,50.0,0.0,220.0
518,518,4,20,20.0,150.0,50.0,0.0,220.0
519,519,4,20,20.0,150.0,50.0,0.0,220.0
520,520,4,20,20.0,150.0,50.0,0.0,220.0
521,521,4,20,20.0,150.0,50.0,0.0,220.0
522,522,4,20,20.0,150.0,50.0,0.0,220.0
523,523,4,20,20.0,150.0,50.0,0.0,220.0
524,524,4,20,20.0,150.0,50.0,0.0,220.0
525,525,4,20,20.0,150.0,50.0,0.0,220.0
526,526,4,20,20.0,150.0,50.0,0.0,220.0
527,527,4,20,20.0,150.0,50.0,0.0,220.0
528,528,4,20,20.0,150.0,50.0,0.0,220.0
529,529,4,20,20.0,150.0,50.0,0.0,220.0
530,530,4,20,20.0,150.0,50.0,0.0,220.0
531,531,4,20,20.0,150.0,50.0,0.0,220.0
532,532,4,20,20.0,150.0,50.0,0.0,220.0
533,533,4,20,20.0,150.0,50.0,0.0,220.0
534,534,4,20,20.0,150.0,50.0,0.0,220.0
535,535,4,20,20.0,150.0,50.0,0.0,220.0
536,536,4,20,20.0,150.0,50.0,0.0,220.0
537,537,4,20,20.0,150.0,50.0,0.0,220.0
538,538,4,20,20.0,150.0,50.0,0.0,220.0
539,539,4,20,20.0,150.0,50.0,0.0,220.0
540,540,4,20,20.0,150.0,50.0,0.0,220.0
541,541,4,20,20.0,150.0,50.0,0.0,220.0
542,542,4,20,20.0,150.0,50.0,0.0,220.0
543,543,4,20,20.0,150.0,50.0,0.0,220.0
544,544,4,20,20.0,150.0,50.0,0.0,220.0
545,545,4,20,20.0,150.0,50.0,0.0,220.0
546,546,4,20,20.0,150.0,50.0,0.0,220.0
547,547,4,20,20.0,150.0,50.0,0.0,220.0
548,548,4,20,20.0,150.0,50.0,0.0,220.0
549,549,4,20,20.0,150.0,50.0,0.0,220.0
550,550,4,20,20.0,150.0,50.0,0.0,220.0
551,551,4,20,20.0,150.0,50.0,0.0,220.0
552,552,4,20,20.0,150.0,50.0,0.0,220.0
553,553,4,20,20.0,150.0,50.0,0.0,220.0
554,554,4,20,20.0,150.0,50.0,0.0,220.0
555,555,4,20,20.0,150.0,50.0,0.0,220.0
556,556,4,20,20.0,150.0,50.0,0.0,220.0
557,557,4,20,20.0,150.0,50.0,0.0,220.0
558,558,4,20,20.0,150.0,50.0,0.0,220.0
559,559,4,20,20.0,150.0,50.0,0.0,220.0
560,560,4,20,20.0,150.0,50.0,0.0,220.0
561,561,4,20,20.0,150.0,50.0,0.0,220.0
562,562,4,20,20.0,150.0,50.0,0.0,220.0
563,563,4,20,20.0,150.0,50.0,0.0,220.0
564,564,4,20,20.0,150.0,50.0,0.0,220.0
565,565,4,20,20.0,150.0,50.0,0.0,220.0
566,566,4,20,20.0,150.0,50.0,0.0,220.0
567,567,4,20,20.0,150.0,50.0,0.0,220.0
568,568,4,20,20.0,150.0,50.0,0.0,220.0
569,569,4,20,20.0,150.0,50.0,0.0,220.0
570,570,4,20,20.0,150.0,50.0,0.0,220.0
571,571,4,20,20.0,150.0,50.0,0.0,220.0
572,572,4,20,20.0,150.0,50.0,0.0,220.0
573,573,4,20,20.0,150.0,50.0,0.0,220.0
574,574,4,20,20.0,150.0,50.0,0.0,220.0
575,575,4,20,20.0,150.0,50.0,0.0,220.0
576,576,4,20,20.0,150.0,50.0,0.0,220.0
577,577,4,20,20.0,150.0,50.0,0.0,220.0
578,578,4,20,20.0,150.0,50.0,0.0,220.0
579,579,4,20,20.0,150.0,50.0,0.0,220.0
580,580,4,20,20.0,150.0,50.0,0.0,220.0
581,581,4,20,20.0,150.0,50.0,0.0,220.0
582,582,4,20,20.0,150.0,50.0,0.0,220.0
583,583,4,20,20.0,150.0,50.0,0.0,220.0
584,584,4,20,20.0,150.0,50.0,0.0,220.0
585,585,4,20,20.0,150.0,50.0,0.0,220.0
586,586,4,20,20.0,150.0,50.0,0.0,220.0
587,587,4,20,20.0,150.0,50.0,0.0,220.0
588,588,4,20,20.0,150.0,50.0,0.0,220.0
589,589,4,20,20.0,150.0,50.0,0.0,220.0
590,590,4,20,20.0,150.0,50.0,0.0,220.0
591,591,4,20,20.0,150.0,50.0,0.0,220.0
592,592,4,20,20.0,150.0,50.0,0.0,220.0
593,593,4,20,20.0,150.0,50.0,0.0,220.0
594,594,4,20,20.0,150.0,50.0,0.0,220.0
595,595,4,20,20.0,150.0,50.0,0.0,220.0
596,596,4,20,20.0,150.0,50.0,0.0,220.0
597,597,4,20,20.0,150.0,50.0,0.0,220.0
598,598,4,20,20.0,150.0,50.0,0.0,220.0
599,599,4,20,20.0,150.0,50.0,0.0,220.0
600,600,4,20,20.0,150.0,50.0,0.0,220.0
601,601,4,20,20.0,150.0,50.0,0.0,220.0
602,602,4,20,20.0,150.0,50.0,0.0,220.0
603,603,4,20,20.0,150.0,50.0,0.0,220.0
604,604,4,20,20.0,150.0,50.0,0.0,220.0
605,605,4,20,20.0,150.0,50.0,0.0,220.0
606,606,4,20,20.0,150.0,50.0,0.0,220.0
607,607,4,20,20.0,150.0,50.0,0.0,220.0
608,608,4,20,20.0,150.0,50.0,0.0,220.0
609,609,4,20,20.0,150.0,50.0,0.0,220.0
610,610,4,20,20.0,150.0,50.0,0.0,220.0
611,611,4,20,20.0,150.0,50.0,0.0,220.0
612,612,4,20,20.0,150.0,50.0,0.0,220.0
613,613,4,20,20.0,150.0,50.0,0.0,220.0
614,614,4,20,20.0,150.0,50.0,0.0,220.0
615,615,4,20,20.0,150.0,50.0,0.0,220.0
616,616,4,20,20.0,150.0,50.0,0.0,220.0
617,617,64,80,20.0,150.0,50.0,0.0,220.0
618,618,64,80,20.0,150.0,50.0,0.0,220.0
619,619,64,80,20.0,150.0,50.0,0.0,220.0
620,620,64,80,20.0,150.0,50.0,0.0,220.0
621,621,64,80,20.0,150.0,50.0,0.0,220.0
622,622,64,80,20.0,150.0,50.0,0.0,220.0
623,623,64,80,20.0,150.0,50.0,0.0,220.0
624,624,64,80,20.0,150.0,50.0,0.0,220.0
625,625,64,80,20.0,150.0,50.0,0.0,220.0
626,626,64,80,20.0,150.0,50.0,0.0,220.0
627,627,64,80,20.0,150.0,50.0,0.0,220.0
628,628,64,80,20.0,150.0,50.0,0.0,220.0
629,629,64,80,20.0,150.0,50.0,0.0,220.0
630,630,64,80,20.0,150.0,50.0,0.0,220.0
631,631,64,80,20.0,150.0,50.0,0.0,220.0
632,632,64,80,20.0,150.0,50.0,0.0,220.0
